show_id,category,title,director,cast,country,release_date,rating,duration,type,description,release_year,release_month,duration_value,duration_unit
s84,Movie,20th century women,mike mills,"annette bening, elle fanning, greta gerwig, lucas jade zumann, billy crudup",united states,2019-06-28,R,119 min,"dramas, independent movies","in 1979, single bohemian mom dorothea, hoping to help her teen son find his place as a man, asks two young women to share their lives with him.",2019,6,119,min
s85,Movie,21 & over,"jon lucas, scott moore","miles teller, skylar astin, justin chon, sarah wright, jonathan keltz, françois chau, russell hodgkinson, daniel booko, russell mercado, josie loren, dustin ybarra",united states,2019-04-16,R,93 min,comedies,jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.,2019,4,93,min
s86,TV Show,21 again,"raúl campos, jan suter",laura morgan,united kingdom,2020-07-01,TV-MA,1 Season,"british tv shows, reality tv","in a social experiment, a group of daughters sends their mothers, disguised as 21-year-olds, into the world to experience life as a member of gen z.",2020,7,1,Season
s87,TV Show,21 sarfarosh: saragarhi 1897,"raúl campos, jan suter","luke kenny, mohit raina, mukul dev",india,2018-12-01,TV-14,1 Season,"international tv shows, tv dramas","in one of history's greatest last stands, a battalion of 21 sikh soldiers fights to defend their outpost from attack by over 10,000 afghans.",2018,12,1,Season
s88,TV Show,21 thunder,"raúl campos, jan suter","stephanie bennett, emmanuel kabongo, rj fetherstonhaugh, andres joseph, kevin claydon, conrad pla, clark backo, ryan pierce, eileen li, susan bain, cristina rosato, jonathan kim, colm feore",canada,2018-03-01,TV-MA,1 Season,"crime tv shows, international tv shows, tv dramas","players and coaches for a montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.",2018,3,1,Season
s89,Movie,2307: winter's dream,joey curtis,"paul sidhu, arielle holmes, branden coles, kelcey watson, anne-solenne hatte, brad potts, timothy lee depriest, fernando argosino, duchess dukes, harwood gordon, stormi henley",united states,2018-03-01,TV-MA,101 min,"action & adventure, independent movies, sci-fi & fantasy","in the frozen tundra of a futuristic arizona where humans have been forced underground, a soldier hunts the bioengineered leader of a rebellion.",2018,3,101,min
s90,Movie,24 hours to live,brian smrz,"ethan hawke, xu qing, paul anderson, rutger hauer, tyrone keogh, nathalie boltt, liam cunningham","south africa, china, united states",2018-04-07,R,93 min,action & adventure,"revived by an experimental procedure, a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.",2018,4,93,min
s91,Movie,25 kille,simranjit singh hundal,"guggu gill, yograj singh, sonia mann, jimmy sharma, sapna bassi, lakha lakhwinder singh, sandeep kaur sandy, sardar sohi",india,2018-10-01,TV-14,140 min,"action & adventure, dramas, international movies","four brothers learn that they have inherited ancestral land, but must fight to claim it when a greedy feudal lord threatens to take it over.",2018,10,140,min
s92,Movie,26 years,geun-hyun cho,"goo jin, hye-jin han, soo-bin bae, seul-ong im, kyeong-yeong lee, gwang jang, deok-jae jo, eui-sung kim, seok-hwan an, bok-gi min",south korea,2017-10-01,TV-MA,135 min,"dramas, international movies, thrillers","twenty-six years after the 1980 massacre at gwangju, south korea, three relatives of the victims come together to avenge the infamous orchestrator.",2017,10,135,min
s93,Movie,"27, el club de los malditos",nicanor loreti,"diego capusotto, sofía gala, daniel aráoz, willy toledo, el polaco, paula manzone, yayo guridi, guillermo toledo",argentina,2018-05-01,TV-MA,82 min,"action & adventure, comedies, international movies","after a musician dies under suspicious circumstances, a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27.",2018,5,82,min
s94,Movie,27: gone too soon,simon napier-bell,"janis joplin, jimi hendrix, amy winehouse, jim morrison, kurt cobain",united kingdom,2018-05-01,TV-MA,70 min,documentaries,"explore the circumstances surrounding the tragic deaths at 27 of jimi hendrix, jim morrison, brian jones, janis joplin, kurt cobain and amy winehouse.",2018,5,70,min
s95,Movie,28 days,betty thomas,"sandra bullock, viggo mortensen, dominic west, diane ladd, elizabeth perkins, steve buscemi, alan tudyk, mike o'malley, azura skye, reni santoni, marianne jean-baptiste",united states,2020-09-30,PG-13,104 min,"comedies, dramas","after her drunken antics result in property damage, an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook.",2020,9,104,min
s96,TV Show,28 moons,"raúl campos, jan suter","jin-sung yang, kyu-jong kim, tae-hwan kang, geummi",south korea,2017-06-10,TV-PG,1 Season,"international tv shows, korean tv shows, romantic tv shows","when her fiancé acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.",2017,6,1,Season
s97,Movie,3 days to kill,mcg,"kevin costner, amber heard, hailee steinfeld, connie nielsen, tómas lemarquis, richard sammel, marc andréoni, bruno ricci, jonas bloquet, eriq ebouaney","united states, france, serbia",2020-12-01,PG-13,117 min,action & adventure,a terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.,2020,12,117,min
s98,Movie,3 deewarein,nagesh kukunoor,"naseeruddin shah, jackie shroff, juhi chawla, nagesh kukunoor, gulshan grover, aditya lakhia, shri vallabh vyas",united states,2019-12-31,TV-MA,121 min,"dramas, international movies, thrillers","a reporter interviews three convicts on death row for a documentary but as their stories emerge, so do her own true motivations for soliciting them.",2019,12,121,min
s99,Movie,3 generations,gaby dellal,"elle fanning, naomi watts, susan sarandon, tate donovan, linda emond, jordan carlos, sam trammell, maria dizzia, tessa albertson",united states,2017-08-28,PG-13,92 min,"dramas, lgbtq movies","when teenage ray begins transitioning from female to male, his single mom and grandmother must cope with the change while tracking down his father.",2017,8,92,min
s100,Movie,3 heroines,iman brotoseno,"reza rahadian, bunga citra lestari, tara basro, chelsea islan",indonesia,2019-01-05,TV-PG,124 min,"dramas, international movies, sports movies",three indonesian women break records by becoming the first of their nation to medal in archery at the seoul olympics in the summer of 1988.,2019,1,124,min
s101,Movie,3 idiots,rajkumar hirani,"aamir khan, kareena kapoor, madhavan, sharman joshi, omi vaidya, boman irani, mona singh, javed jaffrey",india,2019-08-01,PG-13,164 min,"comedies, dramas, international movies","while attending one of india's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system.",2019,8,164,min
s102,Movie,3 seconds divorce,shazia javed,david attenborough,canada,2019-06-15,TV-PG,53 min,"documentaries, faith & spirituality","a muslim women's activist group in india protests against oral divorces, starting a movement to reclaim their religious and constitutional rights.",2019,6,53,min
s103,Movie,3 türken & ein baby,sinan akkuş,"kostja ullmann, eko fresh, kida khodr ramadan, sabrina klüber, sami nasser, kayla rybicka, jytte-merle böhrnsen, emrah erdogru, tim grothe, hülya duyar",germany,2016-12-15,TV-MA,93 min,"comedies, international movies",the lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,2016,12,93,min
s104,Movie,30 days of luxury,hani hamdi,"taher farouz, sad al-saghir, ahmad faloks, soleiman eid, mahmood el-laithi, hesham ismail, shaima saif, nermin maher, sofinar",egypt,2019-04-18,TV-14,91 min,"comedies, international movies","with the help of his friends, a man breaks out of prison in hopes of restoring a lively nightclub.",2019,4,91,min
s105,Movie,30 minutes or less,ruben fleischer,"jesse eisenberg, danny mcbride, aziz ansari, nick swardson, dilshad vadsaria, michael peña, bianca kajlich, fred ward",united states,2021-01-01,R,83 min,"action & adventure, comedies",two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.,2021,1,83,min
s106,Movie,300 miles to heaven,maciej dejczer,"krzysztof stroiński, andrzej mellin, adrianna biedrzyńska, adrianna biedrzyńska, rafał zimowski, kama kowalewska, wiesław komasa, aleksander bednarz, jadwiga jankowska-cieslak, wojciech klata","denmark, france, poland",2019-10-01,TV-14,93 min,"dramas, international movies","hoping to help their dissident parents, two brothers sneak out of poland and land as refugees in denmark, where they are prevented from returning home.",2019,10,93,min
s107,Movie,365 days,"barbara białowąs, tomasz mandes","anna-maria sieklucka, michele morrone, bronisław wrocławski, otar saralidze, magdalena lamparska, natasza urbańska, grażyna szapołowska, tomasz stockinger, gianni parisi, mateusz łasowski",poland,2020-06-07,TV-MA,114 min,"dramas, international movies, romantic movies","a fiery executive in a spiritless relationship falls victim to a dominant mafia boss, who imprisons her and gives her one year to fall in love with him.",2020,6,114,min
s108,Movie,37 seconds,hikari,"mei kayama, misuzu kanno, shunsuke daitoh, makiko watanabe, yoshihiko kumashino, minori hagiwara, shohei uno, yuka itaya, kiyohiko shibukawa, eita okuno, haruka imou, toshinori omi",japan,2020-01-31,TV-MA,116 min,"dramas, international movies","trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",2020,1,116,min
s109,TV Show,3below: tales of arcadia,"raúl campos, jan suter","tatiana maslany, diego luna, nick offerman, nick frost, glenn close, alon aboutboul, hayley atwell, darin de paul, andy garcia, cheryl hines, tom kenny, chris obi, cole sand, frank welker, steven yeun",united states,2019-07-12,TV-Y7,2 Seasons,"kids' tv, tv action & adventure, tv sci-fi & fantasy","after crash-landing on earth, two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.",2019,7,2,Seasons
s110,Movie,40 sticks,victor gatonye,"robert agengo, mwaura bilal, andreo kamau, cajetan boy, arabron nyyeneque, shiviske shivisi, xavier ywaya",kenya,2020-11-20,TV-14,93 min,"international movies, thrillers","when their prison bus crashes in a forest on a rainy night, a group of criminals finds themselves battling wild animals and a mysterious killer.",2020,11,93,min
s111,Movie,42 grams,jack c. newell,jake bickelhaupt,united states,2018-02-01,TV-MA,81 min,documentaries,"after launching a successful underground restaurant out of their apartment, an ambitious chef and his wife open an all-consuming upscale eatery.",2018,2,81,min
s112,TV Show,44 cats,"raúl campos, jan suter","sarah natochenny, suzy myers, simona berman, erica schroeder, marca leigh, scottie ray, henry f. benjamin",italy,2020-10-01,TV-Y7,2 Seasons,kids' tv,"paw-esome tales abound when singing furry friends lampo, milady, pilou and meatball band together.",2020,10,2,Seasons
s113,TV Show,45 rpm,"raúl campos, jan suter","carlos cuevas, guiomar puerta, iván marcos, israel elejalde, eudald font, luis larrodera, carmen gutiérrez, diana gómez, vito sanz, marina san josé, pere ponce, joan pera",spain,2019-08-16,TV-MA,1 Season,"international tv shows, romantic tv shows, spanish-language tv shows","in 1960s madrid, music producer guillermo rojas launches a rock 'n' roll label with the help of aspiring singer robert and clever producer maribel.",2019,8,1,Season
s114,Movie,48 christmas wishes,"marco deufemia, justin g. dyck","khiyla aynne, noah dyer, maya franzoi, clara kushnir, madeline leon, liam macdonald, matt schichter, ethan yang, adam crew",canada,2017-12-20,TV-G,84 min,"children & family movies, comedies","when a small town's letters to santa accidentally go up in smoke, two elves venture out of the north pole to retrieve every missing wish.",2017,12,84,min
